drug_name,adr_category,description
cc1=c(c(=cc=c1)c)nc(=o)c2=cc(=c(c=c2o)cl)s(=o)(=o)n,"Respiratory, thoracic and mediastinal disorders",1
cc1=nc2(c(o1)cc3c2(cc(c4c3ccc5=cc(=o)c=cc45c)o)c)c(=o)coc(=o)c,"Respiratory, thoracic and mediastinal disorders",1
c1c(c2c(o1)c(co2)o[n+](=o)[o-])o,"Respiratory, thoracic and mediastinal disorders",1
c1=cc2=c(c(=c1)occ(coc3=cc4=c(c=c3)oc(=cc4=o)c(=o)o)o)c(=o)c=c(o2)c(=o)o,"Respiratory, thoracic and mediastinal disorders",1
c1cc(n(c1)c(=o)c2cssccc(=o)nc(c(=o)nc(c(=o)nc(c(=o)nc(c(=o)n2)cc(=o)n)ccc(=o)n)cc3=cc=cc=c3)cc4=cc=c(c=c4)o)c(=o)nc(cccn=c(n)n)c(=o)ncc(=o)n,"Respiratory, thoracic and mediastinal disorders",1
cc12ccc3c(=ccc4=c3c=cc(=c4)os(=o)(=o)o)c1ccc2=o,"Respiratory, thoracic and mediastinal disorders",1
[li+].[alh4-],"Respiratory, thoracic and mediastinal disorders",1
ccc(=o)oc(cc1=cc=cc=c1)(c2=cc=cc=c2)c(c)cn(c)c.c1=cc=c2c=c(c=cc2=c1)s(=o)(=o)o,"Respiratory, thoracic and mediastinal disorders",1
ccoc(=o)c1(ccc=cc1n(c)c)c2=cc=cc=c2,"Respiratory, thoracic and mediastinal disorders",1
cc(cn1cc(=o)nc(=o)c1)n2cc(=o)nc(=o)c2,"Respiratory, thoracic and mediastinal disorders",1
ccoc(=o)n1c=cn(c1=s)c,"Respiratory, thoracic and mediastinal disorders",1
c(c(=o)o)c(cc(=o)[o-])(c(=o)[o-])o.[fe],"Respiratory, thoracic and mediastinal disorders",1
c(=o)(n)n.oo,"Respiratory, thoracic and mediastinal disorders",1
cc(=o)[o-].[k+],"Respiratory, thoracic and mediastinal disorders",1
cc12ccc(=o)c=c1ccc3c2(c(cc4(c3ccc4(c(=o)co)o)c)o)f,"Respiratory, thoracic and mediastinal disorders",1
cc(c(c1=cc=c(c=c1)o)o)nccc2=cc=c(c=c2)o,"Respiratory, thoracic and mediastinal disorders",1
cccnc(c)c(=o)nc1=c(sc=c1c)c(=o)oc,"Respiratory, thoracic and mediastinal disorders",1
cccc1cc(n(c1)c)c(=o)nc(c2c(c(c(c(o2)sc)op(=o)(o)o)o)o)c(c)cl,"Respiratory, thoracic and mediastinal disorders",1
cc1cc2c3ccc4=cc(=o)c=cc4(c3(c(cc2(c1(c(=o)ccl)o)c)o)f)c,"Respiratory, thoracic and mediastinal disorders",1
c1c2=cc=cc=c2n(c3=cc=cc=c3c1=o)c(=o)n,"Respiratory, thoracic and mediastinal disorders",1
c[nh+]1cccc(=c(c2=cc=cs2)c3=cc=cs3)c1.c1=cc=c(c(=c1)c(=o)c2=cc=c(c=c2)o)c(=o)[o-],"Respiratory, thoracic and mediastinal disorders",1
ccoc(=o)c1=cn=cn1c(c)c2=cc=cc=c2,"Respiratory, thoracic and mediastinal disorders",1
cc(ccc1=cc=c(c=c1)o)nccc2=cc(=c(c=c2)o)o,"Respiratory, thoracic and mediastinal disorders",1
c1cc(c1)(c(=o)o)c(=o)o.n.n.[pt],"Respiratory, thoracic and mediastinal disorders",1
cc1=cc(=o)n(c(=c1)c2ccccc2)o.c(co)n,"Respiratory, thoracic and mediastinal disorders",1
cc(c)(c(=o)o)oc1=cc=c(c=c1)ccnc(=o)c2=cc=c(c=c2)cl,"Respiratory, thoracic and mediastinal disorders",1
cc(=o)oc1cc2ccc3c(c2(cc1n4ccccc4)c)ccc5(c3cc(c5oc(=o)c)[n+]6(ccccc6)c)c,"Respiratory, thoracic and mediastinal disorders",1
cc1(c2ccc(c1c2)ccocc[n+]3(ccocc3)cc4=cc(=c(c=c4br)oc)oc)c,"Respiratory, thoracic and mediastinal disorders",1
ccc1(cc2cc(c3=c(ccn(c2)c1)c4=cc=cc=c4n3)(c5=c(c=c6c(=c5)c78ccn9c7c(c=cc9)(c(c(c8n6c)(c(=o)n)o)o)cc)oc)c(=o)oc)o,"Respiratory, thoracic and mediastinal disorders",1
ccc12cc(=c)c3c(c1ccc2(c#c)o)ccc4=ccccc34,"Respiratory, thoracic and mediastinal disorders",1
ccc12cc(=c)c3c(c1ccc2(c#c)o)ccc4=cc(=o)ccc34,"Respiratory, thoracic and mediastinal disorders",1
cc1=cc(=c(c(=c1c=cc(=cc=cc(=cc(=o)o)c)c)c)c)oc,"Respiratory, thoracic and mediastinal disorders",1
ccc(=o)n(c1=cc=cc=c1)c2(ccn(cc2)ccc3=cc=cs3)coc,"Respiratory, thoracic and mediastinal disorders",1
cc1c(c(c(c(o1)oc2c(oc(c(c2o)o)oc3c(oc(c(c3o)o)o)co)co)o)o)nc4c=c(c(c(c4o)o)o)co,"Respiratory, thoracic and mediastinal disorders",1
cc1=cc(=cc=c1)nc2=c(c=nc=c2)s(=o)(=o)nc(=o)nc(c)c,"Respiratory, thoracic and mediastinal disorders",1
c(c(f)(f)f)(oc(f)f)f,"Respiratory, thoracic and mediastinal disorders",1
cn(c)ccn(c)n1c=c(c2=cc=cc=c21)c3=cc=cc=c3,"Respiratory, thoracic and mediastinal disorders",1
cc(=o)n(c)c1=c(c(=c(c(=c1i)c(=o)ncc(=o)nc2=c(c(=c(c(=c2i)c(=o)o)i)c(=o)ncco)i)i)c(=o)nc)i.cncc(c(c(c(co)o)o)o)o,"Respiratory, thoracic and mediastinal disorders",1
coc1=cc2=nnn=c2c=c1c(=o)ncc3cccn3cc=c,"Respiratory, thoracic and mediastinal disorders",1
c[n+]1(ccc2=cc(=c(c=c2c1cc3=cc(=c(c=c3)oc)oc)oc)oc)ccc(=o)occcccoc(=o)cc[n+]4(ccc5=cc(=c(c=c5c4cc6=cc(=c(c=c6)oc)oc)oc)oc)c,"Respiratory, thoracic and mediastinal disorders",1
c[n+]1(ccc2=cc(=c(c=c2c1cc3=cc(=c(c=c3)oc)oc)oc)oc)ccc(=o)occcccoc(=o)cc[n+]4(ccc5=cc(=c(c=c5c4cc6=cc(=c(c=c6)oc)oc)oc)oc)c.c1=cc=c(c=c1)s(=o)(=o)[o-].c1=cc=c(c=c1)s(=o)(=o)[o-],"Respiratory, thoracic and mediastinal disorders",1
cc(oc(=o)c)oc(=o)c1=c(csc2n1c(=o)c2nc(=o)c(=noc)c3=cc=co3)coc(=o)n,"Respiratory, thoracic and mediastinal disorders",1
c1=cc(=cn=c1)c(=o)ncco[n+](=o)[o-],"Respiratory, thoracic and mediastinal disorders",1
cc(c)cc(c(=o)nc(cccn=c(n)n)c(=o)n1cccc1c(=o)nnc(=o)n)nc(=o)c(coc(c)(c)c)nc(=o)c(cc2=cc=c(c=c2)o)nc(=o)c(co)nc(=o)c(cc3=cnc4=cc=cc=c43)nc(=o)c(cc5=cn=cn5)nc(=o)c6ccc(=o)n6,"Respiratory, thoracic and mediastinal disorders",1
ccc(=o)oc1(c(cc2c1(cc(c3(c2cc(c4=cc(=o)c=cc43c)f)f)o)c)c)c(=o)ccl,"Respiratory, thoracic and mediastinal disorders",1
cc(c)(cc1=cnc2=cc=cc=c21)ncc(coc3=cc=cc=c3c#n)o,"Respiratory, thoracic and mediastinal disorders",1
ccc(=o)n(c1=cc=cc=c1)c2(ccn(cc2)ccn3c(=o)n(n=n3)cc)coc,"Respiratory, thoracic and mediastinal disorders",1
c1c(c(c(c(n1cco)co)o)o)o,"Respiratory, thoracic and mediastinal disorders",1
ccccn1cc(c(c(c1co)o)o)o,"Respiratory, thoracic and mediastinal disorders",1
cccccccccc(=o)oc1(ccn(cc1)cccc(=o)c2=cc=c(c=c2)f)c3=cc=c(c=c3)cl,"Respiratory, thoracic and mediastinal disorders",1
ccoc(=o)nc1=c(n=c(c=c1)ncc2=cc=c(c=c2)f)n,"Respiratory, thoracic and mediastinal disorders",1
cc(c1c(=o)nc(csscc(c(=o)nc(c(=o)nc(c(=o)nc(c(=o)n1)ccccn)cc2=cnc3=cc=cc=c32)cc4=cc=cc=c4)nc(=o)c(cc5=cc=cc=c5)n)c(=o)nc(co)c(c)o)o,"Respiratory, thoracic and mediastinal disorders",1
ccc(c)(c)c(=o)oc1cc(c=c2c1c(c(c=c2)c)ccc3cc(cc(=o)o3)o)c,"Respiratory, thoracic and mediastinal disorders",1
cocc1=c(n2c(c(c2=o)nc(=o)c(=noc)c3=csc(=n3)n)sc1)c(=o)o,"Respiratory, thoracic and mediastinal disorders",1
ccc1c(c(c(c(=o)c(cc(c(c(c(c(c(=o)o1)c)oc2cc(c(c(o2)c)o)(c)oc)c)oc3c(c(cc(o3)c)n(c)c)o)(c)oc)c)c)o)(c)o,"Respiratory, thoracic and mediastinal disorders",1
cccccc(ccc1c(cc2c1cc3=c(c2)c(=cc=c3)occ(=o)o)o)o,"Respiratory, thoracic and mediastinal disorders",1
ccoc(=o)oc1(ccc2c1(cc(c3c2ccc4=cc(=o)c=cc34c)o)c)c(=o)occl,"Respiratory, thoracic and mediastinal disorders",1
cc1=cc=cc=c1oc(ccnc)c2=cc=cc=c2,"Respiratory, thoracic and mediastinal disorders",1
cncc(c(c(c(co)o)o)o)o.cncc(c(c(c(co)o)o)o)o.c(cn(cc(=o)o)cc(=o)[o-])n(ccn(cc(=o)o)cc(=o)[o-])cc(=o)[o-].[gd+3],"Respiratory, thoracic and mediastinal disorders",1
c1=cc=c(c=c1)c2(c(=o)n(c(=o)n2)cop(=o)(o)o)c3=cc=cc=c3,"Respiratory, thoracic and mediastinal disorders",1
c1=cc=c(c=c1)ccccoccccccncc(c2=cc(=c(c=c2)o)co)o.c1=cc=c2c(=c1)c=cc(=c2o)c(=o)o,"Respiratory, thoracic and mediastinal disorders",1
cc1=c(c(=cc=c1)c)nc(=o)cn2ccn(cc2)cc(coc3=cc=cc=c3oc)o,"Respiratory, thoracic and mediastinal disorders",1
cc(c)cn1c=nc2=c1c3=cc=cc=c3n=c2n,"Respiratory, thoracic and mediastinal disorders",1
cccn(ccc1=cc=cs1)c2ccc3=c(c2)c=cc=c3o,"Respiratory, thoracic and mediastinal disorders",1
ccc(c(=o)n)n1cccc1=o,"Respiratory, thoracic and mediastinal disorders",1
ccoc1=cc=cc=c1occnc(c)cc2=cc(=c(c=c2)oc)s(=o)(=o)n,"Respiratory, thoracic and mediastinal disorders",1
coc1=c(c=c(c=c1)c2=cc3=c(c=c2)c=c(c=c3)c(=o)o)c45cc6cc(c4)cc(c6)c5,"Respiratory, thoracic and mediastinal disorders",1
cccc(c(=o)occ)nc(c)c(=o)n1c2ccccc2cc1c(=o)o.cc(c)(c)n,"Respiratory, thoracic and mediastinal disorders",1
cccc(c(=o)occ)nc(c)c(=o)n1c2ccccc2cc1c(=o)o,"Respiratory, thoracic and mediastinal disorders",1
cc12ccc3c(c1ccc2=o)cc(=c)c4=cc(=o)c=cc34c,"Respiratory, thoracic and mediastinal disorders",1
cc(c1=cc2=cc=cc=c2s1)n(c(=o)n)o,"Respiratory, thoracic and mediastinal disorders",1
ccoc(=o)c1=c(nc(=c(c1c2=cc=cc=c2cl)c(=o)oc)c)coccn.c1=cc=c(c=c1)s(=o)(=o)o,"Respiratory, thoracic and mediastinal disorders",1
cc1=c(c(=cc=c1)c(c)c2=cn=cn2)c,"Respiratory, thoracic and mediastinal disorders",1
c1=cn(c(=o)n=c1n)cc(co)ocp(=o)(o)o,"Respiratory, thoracic and mediastinal disorders",1
cc(=o)oc1c(cc2c1(ccc3c2ccc4c3(cc(c(c4)o)n5ccocc5)c)c)[n+]6(cccc6)cc=c,"Respiratory, thoracic and mediastinal disorders",1
cc1c2c(c(=o)n2c(=c1sc3cc(nc3)c(=o)n(c)c)c(=o)o)c(c)o,"Respiratory, thoracic and mediastinal disorders",1
cc(cn1ccn(ccn(ccn(cc1)cc(=o)[o-])cc(=o)[o-])cc(=o)[o-])o.[gd+3],"Respiratory, thoracic and mediastinal disorders",1
cnc(=o)cn(ccn(ccn(cc(=o)nc)cc(=o)[o-])cc(=o)[o-])cc(=o)[o-].o.[gd+3],"Respiratory, thoracic and mediastinal disorders",1
cc(c)(c)nc(=o)c1cc2ccccc2cn1cc(c(cc3=cc=cc=c3)nc(=o)c(cc(=o)n)nc(=o)c4=nc5=cc=cc=c5c=c4)o,"Respiratory, thoracic and mediastinal disorders",1
c1cc(=o)nc2=c1c=cc(=c2)occccn3ccn(cc3)c4=c(c(=cc=c4)cl)cl,"Respiratory, thoracic and mediastinal disorders",1
ccc(=o)n(c1=cc=cc=c1)c2(ccn(cc2)ccc(=o)oc)c(=o)oc,"Respiratory, thoracic and mediastinal disorders",1
c[n+]1(c2cc(cc1c3c2o3)oc(=o)c(c4=cc=cs4)(c5=cc=cs5)o)c,"Respiratory, thoracic and mediastinal disorders",1
cnccc(c1=cc=cs1)oc2=cc=cc3=cc=cc=c32,"Respiratory, thoracic and mediastinal disorders",1
c1=cc(=cc=c1ccc2=cnc3=c2c(=o)n=c(n3)n)c(=o)nc(ccc(=o)o)c(=o)o,"Respiratory, thoracic and mediastinal disorders",1
cccccn(c)ccc(o)(p(=o)(o)o)p(=o)(o)o,"Respiratory, thoracic and mediastinal disorders",1
c1cn(ccn1ccc2=c(c=c3c(=c2)cc(=o)n3)cl)c4=nsc5=cc=cc=c54,"Respiratory, thoracic and mediastinal disorders",1
cn(c)ccc=c1c2=cc=cc=c2coc3=c1c=c(c=c3)cc(=o)o,"Respiratory, thoracic and mediastinal disorders",1
cc(c)(c)c(=o)ocop(=o)(coccn1c=nc2=c1n=cn=c2n)ococ(=o)c(c)(c)c,"Respiratory, thoracic and mediastinal disorders",1
c1c(oc(s1)co)n2c=c(c(=nc2=o)n)f,"Respiratory, thoracic and mediastinal disorders",1
ccccc1=nc=c(n1cc2=cc=c(c=c2)c(=o)o)c=c(cc3=cc=cs3)c(=o)o,"Respiratory, thoracic and mediastinal disorders",1
cccccoc(=o)nc1=nc(=o)n(c=c1f)c2c(c(c(o2)c)o)o,"Respiratory, thoracic and mediastinal disorders",1
[cl-].[cl-].[sr+2],"Respiratory, thoracic and mediastinal disorders",1
cc(c(=o)[o-])o.[nh4+],"Respiratory, thoracic and mediastinal disorders",1
o.[o-]s(=o)(=o)[o-].[zn+2],"Respiratory, thoracic and mediastinal disorders",1
c1c(o1)ccl.c(cnccnccnccn)n,"Respiratory, thoracic and mediastinal disorders",1
cc(cn1c2=cc=cc=c2sc3=c1c=c(c=c3)c#n)cn(c)c,"Respiratory, thoracic and mediastinal disorders",1
cc1cc2c3cc(c4=cc(=o)c=cc4(c3(c(cc2(c1(c(=o)scf)o)c)o)f)c)f,"Respiratory, thoracic and mediastinal disorders",1
ccc12cc(=c)c3c(c1ccc2(c#c)o)ccc4=ccccc34.cc12ccc3c(c1ccc2(c#c)o)ccc4=c3c=cc(=c4)o,"Respiratory, thoracic and mediastinal disorders",1
cc12ccc3c(c1ccc2(c#c)o)ccc4=cc(=o)ccc34.cc12ccc3c(c1ccc2(c#c)o)ccc4=c3c=cc(=c4)oc,"Respiratory, thoracic and mediastinal disorders",1
cc(c)c(c(=o)occ(co)ocn1c=nc2=c1nc(=nc2=o)n)n,"Respiratory, thoracic and mediastinal disorders",1
ccoc(=o)c1(ccn(cc1)ccc(c#n)(c2=cc=cc=c2)c3=cc=cc=c3)c4=cc=cc=c4.cn1c2ccc1cc(c2)oc(=o)c(co)c3=cc=cc=c3.os(=o)(=o)o.cl,"Respiratory, thoracic and mediastinal disorders",1
cc(cn1c=nc2=c1n=cn=c2n)ocp(=o)(o)o,"Respiratory, thoracic and mediastinal disorders",1
cccc1(cc(=o)c(=c(o1)o)c(cc)c2=cc(=cc=c2)ns(=o)(=o)c3=nc=c(c=c3)c(f)(f)f)ccc4=cc=cc=c4,"Respiratory, thoracic and mediastinal disorders",1
cn1c2=c(c=c(c=c2)n(cccl)cccl)n=c1cccc(=o)o,"Respiratory, thoracic and mediastinal disorders",1
cc(c)c1=c(c=c2c(=c1)ccc3c2(cccc3(c)c(=o)o)c)s(=o)(=o)o,"Respiratory, thoracic and mediastinal disorders",1
ccn(cc)c(=o)c1(cc1cn)c2=cc=cc=c2,"Respiratory, thoracic and mediastinal disorders",1
ccoc1=cc=cc=c1oc(c2cncco2)c3=cc=cc=c3,"Respiratory, thoracic and mediastinal disorders",1
cc1=c(c(c(=c(n1)c)c(=o)oc(c)(c)cn(c)ccc(c2=cc=cc=c2)c3=cc=cc=c3)c4=cc(=cc=c4)[n+](=o)[o-])c(=o)oc,"Respiratory, thoracic and mediastinal disorders",1
cc1=c(c(c(=c(n1)n)c(=o)oc2cn(c2)c(c3=cc=cc=c3)c4=cc=cc=c4)c5=cc(=cc=c5)[n+](=o)[o-])c(=o)oc(c)c,"Respiratory, thoracic and mediastinal disorders",1
cc1coc2=c3n1c=c(c(=o)c3=cc(=c2c4(cc4)n)f)c(=o)o,"Respiratory, thoracic and mediastinal disorders",1
cccc1=nc2=c(c=c(c=c2n1cc3=cc=c(c=c3)c4=cc=cc=c4c(=o)o)c5=nc6=cc=cc=c6n5c)c,"Respiratory, thoracic and mediastinal disorders",1
c1cc1c(c2cc2)nc3=ncco3,"Respiratory, thoracic and mediastinal disorders",1
ccoc(=o)c1=c(nc(=c(c1c2=cc=cc=c2c=cc(=o)oc(c)(c)c)c(=o)occ)c)c,"Respiratory, thoracic and mediastinal disorders",1
c1=cn(c=n1)cc(o)(p(=o)(o)o)p(=o)(o)o,"Respiratory, thoracic and mediastinal disorders",1
ccnc1cn(s(=o)(=o)c2=c1c=c(s2)s(=o)(=o)n)cccoc,"Respiratory, thoracic and mediastinal disorders",1
cn1c2=cc=cc=c2c(c3=c(s1(=o)=o)c=c(c=c3)cl)nccccccc(=o)o,"Respiratory, thoracic and mediastinal disorders",1
c1=cc=c2c(=c1)c(=o)c(c2=o)c3=cc=c(c=c3)f,"Respiratory, thoracic and mediastinal disorders",1
cccc(ccc)c(=o)n,"Respiratory, thoracic and mediastinal disorders",1
cc(=o)ncccs(=o)(=o)o,"Respiratory, thoracic and mediastinal disorders",1
cccn1ccccc1c(=o)nc2=c(c=cc=c2c)c,"Respiratory, thoracic and mediastinal disorders",1
c1cc2=c(c=cc(=c2)f)oc1c(cncc(c3ccc4=c(o3)c=cc(=c4)f)o)o,"Respiratory, thoracic and mediastinal disorders",1
cn(ccc1=cc=c(c=c1)ns(=o)(=o)c)ccoc2=cc=c(c=c2)ns(=o)(=o)c,"Respiratory, thoracic and mediastinal disorders",1
cc1c2c(c(=o)n2c(=c1sc3cn4c=nc=[n+]4c3)c(=o)[o-])c(c)o,"Respiratory, thoracic and mediastinal disorders",1
c(c(c(c(c(c(=o)[o-])o)o)o)o)o.c(c(c(c(c(c(=o)[o-])o)o)o)o)o.o.o.[fe+2],"Respiratory, thoracic and mediastinal disorders",1
ccc1c(c(c(c(=o)c(cc(c(c(c(c(c(=o)o1)c)oc2cc(c(c(o2)c)o)(c)oc)c)oc3c(c(cc(o3)c)n(c)c)o)(c)o)c)c)o)(c)o.c(c1c(c(c(c(o1)oc(c(co)o)c(c(c(=o)o)o)o)o)o)o)o,"Respiratory, thoracic and mediastinal disorders",1
cccc(=o)oc1(c(cc2c1(cc(c3(c2ccc4=cc(=o)c=cc43c)f)o)c)c)c(=o)coc(=o)cc,"Respiratory, thoracic and mediastinal disorders",1
cc(c1=nc=nc=c1f)c(cn2c=nc=n2)(c3=c(c=c(c=c3)f)f)o,"Respiratory, thoracic and mediastinal disorders",1
coc1c(c(c(c(o1)cnc(=o)n(cccl)n=o)o)o)o,"Respiratory, thoracic and mediastinal disorders",1
c1=cc=c(c(=c1)cc(=o)occ(=o)o)nc2=c(c=cc=c2cl)cl,"Respiratory, thoracic and mediastinal disorders",1
coc1=[n+](n=cc(=c1)n)c2=cc=cc=c2,"Respiratory, thoracic and mediastinal disorders",1
c1cn(cc1c(c2=cc=cc=c2)(c3=cc=cc=c3)c(=o)n)ccc4=cc5=c(c=c4)occ5,"Respiratory, thoracic and mediastinal disorders",1
c1coccn1ccoc(=o)c2=c(n=cc=c2)nc3=cc=cc(=c3)c(f)(f)f,"Respiratory, thoracic and mediastinal disorders",1
c(c(=o)o)o.[nh2-].[nh2-].[pt+2],"Respiratory, thoracic and mediastinal disorders",1
cc1(coc(c(c1nc)o)oc2c(cc(c(c2o)oc3c(ccc(o3)cn)n)n)n)o,"Respiratory, thoracic and mediastinal disorders",1
cc1=c(n=c(n=c1n)c(cc(=o)n)ncc(c(=o)n)n)c(=o)nc(c(c2=cn=cn2)oc3c(c(c(c(o3)co)o)o)oc4c(c(c(c(o4)co)o)oc(=o)n)o)c(=o)nc(c)c(c(c)c(=o)nc(c(c)o)c(=o)nccc5=nc(=cs5)c6=nc(=cs6)c(=o)nccc[s+](c)c)o,"Respiratory, thoracic and mediastinal disorders",1
con=c1cn(cc1cn)c2=c(c=c3c(=o)c(=cn(c3=n2)c4cc4)c(=o)o)f,"Respiratory, thoracic and mediastinal disorders",1
cc1c2c(c(=o)n2c(=c1sc3cc(nc3)cns(=o)(=o)n)c(=o)o)c(c)o,"Respiratory, thoracic and mediastinal disorders",1
cccn(ccoc1=c(c=c(c=c1cl)cl)cl)c(=o)n2c=cn=c2,"Respiratory, thoracic and mediastinal disorders",1
c1cc(ccc1c2=cc=c(c=c2)cl)c3=c(c4=cc=cc=c4c(=o)c3=o)o,"Respiratory, thoracic and mediastinal disorders",1
cnc1ccc2=c(c1)c3=c(n2)c=cc(=c3)c(=o)n,"Respiratory, thoracic and mediastinal disorders",1
cn1cccc1cc2=cnc3=c2c=c(c=c3)ccs(=o)(=o)c4=cc=cc=c4,"Respiratory, thoracic and mediastinal disorders",1
cn(c)ccc1=cnc2=c1c=c(c=c2)cn3c=nc=n3.c1=cc=c(c=c1)c(=o)o,"Respiratory, thoracic and mediastinal disorders",1
cn(ccoc1=cc=c(c=c1)cc2c(=o)nc(=o)s2)c3=cc=cc=n3,"Respiratory, thoracic and mediastinal disorders",1
cc(cn1c2=cc=cc=c2sc3=cc=cc=c31)cn(c)c.cc(=o)c(c(c(=o)c)o)o,"Respiratory, thoracic and mediastinal disorders",1
cc1=cc2=c(c=c1c(=c)c3=cc=c(c=c3)c(=o)o)c(ccc2(c)c)(c)c,"Respiratory, thoracic and mediastinal disorders",1
cc(=o)[o-].cc(=o)[o-].o.[ca+2],"Respiratory, thoracic and mediastinal disorders",1
c1=nnc2=c1nc=nc2=o,"Respiratory, thoracic and mediastinal disorders",1
c1cn2c(=cc=c2c(=o)c3=cc=cc=c3)c1c(=o)o.c(c(co)(co)n)o,"Respiratory, thoracic and mediastinal disorders",1
c(c1c(c(c(c(o1)oc(c(co)o)c(c(=o)co)o)o)o)o)o,"Respiratory, thoracic and mediastinal disorders",1
ccoc(=o)c(ccc1=cc=cc=c1)nc(c)c(=o)n2cc3=cc(=c(c=c3cc2c(=o)o)oc)oc,"Respiratory, thoracic and mediastinal disorders",1
cc(=o)occ(=o)c1(ccc2c1(cc(=o)c3c2ccc4=cc(=o)c=cc34c)c)o,"Respiratory, thoracic and mediastinal disorders",1
cc(c1ccccc1)(c2=cc(=cc(=c2n)br)br)n,"Respiratory, thoracic and mediastinal disorders",1
cn1ccn(cc1)cccn2c3=cc=cc=c3sc4=c2c=c(c=c4)cl.c(cs(=o)(=o)o)s(=o)(=o)o,"Respiratory, thoracic and mediastinal disorders",1
cc1(c2=c(c=c(c=c2)oc)c(=o)n(c1=o)ccc3=cc=c(c=c3)s(=o)(=o)nc(=o)nc4ccccc4)c,"Respiratory, thoracic and mediastinal disorders",1
b(c(cc(c)c)nc(=o)c(cc1=cc=cc=c1)nc(=o)c2=nc=cn=c2)(o)o,"Respiratory, thoracic and mediastinal disorders",1
coc1=nc(=nc2=c1n=cn2c3c(c(c(o3)co)o)o)n,"Respiratory, thoracic and mediastinal disorders",1
cc12ccc3c(c1ccc2o)c(cc4=c3c=cc(=c4)o)cccccccccs(=o)cccc(c(f)(f)f)(f)f,"Respiratory, thoracic and mediastinal disorders",1
c1cc(oc1)n2c=c(c(=o)nc2=o)f.c1=cnc(=o)nc1=o,"Respiratory, thoracic and mediastinal disorders",1
cc(cc1=cc(=c(c=c1)o)o)(c(=o)o)nn.c1=cc(=c(c=c1cc(c(=o)o)n)o)o,"Respiratory, thoracic and mediastinal disorders",1
cc1=c(n(n=c1c(=o)nn2ccccc2)c3=c(c=c(c=c3)cl)cl)c4=cc=c(c=c4)cl,"Respiratory, thoracic and mediastinal disorders",1
cc(c)(c)c1=cc=c(c=c1)s(=o)(=o)nc2=c(c(=nc(=n2)c3=nc=cc=n3)occo)oc4=cc=cc=c4oc,"Respiratory, thoracic and mediastinal disorders",1
c1cc2(cc=c1)coc(oc2)c3=cc=co3,"Respiratory, thoracic and mediastinal disorders",1
[se-2],"Respiratory, thoracic and mediastinal disorders",1
c1=c(nc=n1)cc(c(=o)[o-])n=c(cc[nh-])[o-].[zn+2],"Respiratory, thoracic and mediastinal disorders",1
cc(=o)c1(ccc2c1(ccc3c2c=c(c4=cc(=o)c5cc5c34c)cl)c)oc(=o)c.cc12ccc3c(c1ccc2(c#c)o)ccc4=c3c=cc(=c4)o,"Respiratory, thoracic and mediastinal disorders",1
cc(c)(c)c(=o)oc1=cc=c(c=c1)s(=o)(=o)nc2=cc=cc=c2c(=o)ncc(=o)o,"Respiratory, thoracic and mediastinal disorders",1
cc1c(c(cc(o1)oc2ccc3(c(c2)ccc4c3cc(c5(c4(ccc5c6=cc(=o)oc6)o)c)o)c)o)oc7cc(c(c(o7)c)oc8cc(c(c(o8)c)oc(=o)c)o)o,"Respiratory, thoracic and mediastinal disorders",1
cccc1=nc(=c2n1nc(=nc2=o)c3=c(c=cc(=c3)s(=o)(=o)n4ccn(cc4)cc)occ)c,"Respiratory, thoracic and mediastinal disorders",1
cn1cc(=o)n2c(c1=o)cc3=c(c2c4=cc5=c(c=c4)oco5)nc6=cc=cc=c36,"Respiratory, thoracic and mediastinal disorders",1
c1ccn(c1)cco.c1=cc=c(c(=c1)cc(=o)o)nc2=c(c=cc=c2cl)cl,"Respiratory, thoracic and mediastinal disorders",1
[oh-].[oh-].[oh-].[oh-].[al+3],"Respiratory, thoracic and mediastinal disorders",1
cc(c)[n+]1(c2ccc1cc(c2)oc(=o)c(co)c3=cc=cc=c3)c.cc(cc1=cc=c(c=c1)o)ncc(c2=cc(=cc(=c2)o)o)o.br.[br-],"Respiratory, thoracic and mediastinal disorders",1
cc(c1c2cc(=c(n2c1=o)c(=o)o)sc3ccn(c3)c(=n)c)o.c1=cc=c(c=c1)c(=o)nccc(=o)o,"Respiratory, thoracic and mediastinal disorders",1
cc1=c(c(=o)n2cccc(c2=n1)o)ccn3ccc(cc3)c4=noc5=c4c=cc(=c5)f,"Respiratory, thoracic and mediastinal disorders",1
c1cc(=o)c(c(=o)c1)c(=o)c2=c(c=c(c=c2)c(f)(f)f)[n+](=o)[o-],"Respiratory, thoracic and mediastinal disorders",1
c1ccc2c(c1)c(=o)n(c2=o)ccccn3ccn(cc3)c4=nsc5=cc=cc=c54,"Respiratory, thoracic and mediastinal disorders",1
c1=nc2=c(n1c3c(c(c(o3)co)o)f)n=c(n=c2n)cl,"Respiratory, thoracic and mediastinal disorders",1
ccoc1=cc(=c(c=c1c(=o)ncc2cn(cco2)cc3=cc=c(c=c3)f)cl)n,"Respiratory, thoracic and mediastinal disorders",1
cc1=c(c(=no1)c2=cc=cc=c2)c3=cc=c(c=c3)s(=o)(=o)n,"Respiratory, thoracic and mediastinal disorders",1
c1ccc2cn(cc2c1)c(=o)cc(cc3=cc=cc=c3)c(=o)o,"Respiratory, thoracic and mediastinal disorders",1
